"2020-04-29T11:53:22",false,true,21336,136
"2020-04-29T11:54:30",false,true,22042,160
"2020-04-29T11:55:31",false,true,21761,150
"2020-04-29T11:58:37",false,true,21039,127
"2020-04-29T11:59:46",false,true,20493,112
"2020-04-29T12:00:49",false,true,20493,112
"2020-04-29T12:01:54",false,true,19396,87
"2020-04-29T12:03:27",false,false,18865,77
"2020-04-29T12:04:30",false,false,18693,74
"2020-04-29T12:06:55",false,false,18062,64
"2020-04-29T12:07:55",false,false,18693,74
"2020-04-29T12:31:29",false,false,14914,31
"2020-04-29T12:32:33",false,false,14914,31
"2020-04-29T12:33:39",false,false,15052,32
"2020-04-29T12:34:50",false,false,14772,30
"2020-04-29T12:35:51",false,false,15052,32
"2020-04-29T12:36:06",false,false,15186,33
"2020-04-29T12:38:08",false,false,16128,41
"2020-04-29T12:39:08",false,false,16902,49
"2020-04-29T12:40:09",false,false,17635,58
"2020-04-29T12:41:45",false,false,18451,70
"2020-04-29T12:42:59",false,false,18693,74
"2020-04-29T12:43:59",false,false,17994,63
"2020-04-29T12:45:07",false,false,18326,68
"2020-04-29T12:46:21",false,false,18693,74
"2020-04-29T12:47:26",false,false,18809,76
"2020-04-29T12:48:28",false,false,18921,78
"2020-04-29T12:49:29",false,false,18977,79
"2020-04-29T12:51:10",false,false,18634,73
"2020-04-29T12:52:12",false,false,18451,70
"2020-04-29T12:53:14",false,false,17924,62
"2020-04-29T12:54:15",false,false,17243,53
"2020-04-29T12:55:28",false,false,16902,49
"2020-04-29T12:57:37",false,false,18389,69
"2020-04-29T12:58:38",false,false,18809,76
"2020-04-29T13:00:23",false,false,18809,76
"2020-04-29T13:01:30",false,false,18196,66
"2020-04-29T13:02:31",false,false,17994,63
"2020-04-29T13:03:32",false,true,19085,81
"2020-04-29T13:04:32",false,true,19638,92
"2020-04-29T13:06:47",false,true,20570,114
"2020-04-29T13:07:51",false,true,20414,110
"2020-04-29T13:09:06",false,true,20493,112
"2020-04-29T13:10:06",false,true,19913,98
"2020-04-29T13:11:23",false,false,17404,55
"2020-04-29T13:13:08",false,false,16335,43
"2020-04-29T13:17:16",false,false,16435,44
"2020-04-29T13:18:16",false,true,19085,81
"2020-04-29T13:21:53",false,false,18977,79
"2020-04-29T13:22:53",false,false,18809,76
"2020-04-29T13:23:54",false,false,18809,76
"2020-04-29T13:24:55",false,false,18865,77
"2020-04-29T13:25:56",false,false,18865,77
"2020-04-29T13:26:57",false,false,18634,73
"2020-04-29T13:28:21",false,false,18693,74
"2020-04-29T13:29:29",false,false,18751,75
"2020-04-29T13:29:32",false,false,18451,70
"2020-04-29T13:30:45",false,false,18574,72
"2020-04-29T13:31:58",false,false,18634,73
"2020-04-29T13:33:59",false,false,18451,70
"2020-04-29T13:35:11",false,false,18574,72
"2020-04-29T13:36:15",false,false,18513,71
"2020-04-29T13:38:19",false,true,19345,86
"2020-04-29T13:39:56",false,false,18977,79
"2020-04-29T13:40:59",false,false,18634,73
"2020-04-29T13:42:05",false,false,18389,69
"2020-04-29T13:43:45",false,false,18865,77
"2020-04-29T13:45:02",false,false,17782,60
"2020-04-29T13:46:04",false,false,18809,76
"2020-04-29T13:47:09",false,false,18513,71
"2020-04-29T13:49:10",false,false,18809,76
"2020-04-29T13:50:11",false,true,19191,83
"2020-04-29T13:52:06",false,true,19295,85
"2020-04-29T13:53:54",false,true,19638,92
"2020-04-29T13:57:17",false,true,19823,96
"2020-04-29T14:02:53",false,true,19732,94
"2020-04-29T14:05:43",false,true,19139,82
"2020-04-29T14:06:46",false,true,19345,86
"2020-04-29T14:08:10",false,true,19295,85
"2020-04-29T14:09:14",false,true,19139,82
"2020-04-29T14:10:16",false,false,18977,79
"2020-04-29T14:13:20",false,false,18513,71
"2020-04-29T14:14:26",false,false,18389,69
"2020-04-29T14:15:59",false,false,17994,63
"2020-04-29T14:17:08",false,false,17709,59
"2020-04-29T14:18:09",false,false,16990,50
"2020-04-29T14:19:16",false,false,17635,58
"2020-04-29T14:20:57",false,false,17404,55
"2020-04-29T14:22:20",false,false,17324,54
"2020-04-29T14:22:36",false,false,17243,53
"2020-04-29T14:23:36",false,false,16902,49
"2020-04-29T14:26:19",false,false,18574,72
"2020-04-29T14:27:19",false,false,18865,77
"2020-04-29T14:28:24",false,false,18921,78
"2020-04-29T14:29:26",false,false,18513,71
"2020-04-29T14:30:58",false,false,18196,66
"2020-04-29T14:32:44",false,false,17854,61
"2020-04-29T14:34:22",false,false,17854,61
"2020-04-29T14:36:27",false,false,17161,52
"2020-04-29T14:39:09",false,false,16533,45
"2020-04-29T14:40:14",false,false,16533,45
"2020-04-29T14:41:27",false,false,16435,44
"2020-04-29T14:42:28",false,false,15798,38
"2020-04-29T14:43:33",false,false,15564,36
"2020-04-29T14:44:47",false,false,15186,33
"2020-04-29T14:45:55",false,false,14914,31
"2020-04-29T14:47:36",false,false,15315,34
"2020-04-29T14:51:11",false,false,15798,38
"2020-04-29T14:52:40",false,false,16990,50
"2020-04-29T14:53:40",false,false,16902,49
"2020-04-29T14:54:44",false,false,15798,38
"2020-04-29T14:56:15",false,false,16721,47
"2020-04-29T14:57:19",false,false,16128,41
"2020-04-29T14:58:32",false,false,16721,47
"2020-04-29T14:59:40",false,false,16021,40
"2020-04-29T15:00:45",false,false,16128,41
"2020-04-29T15:02:23",false,false,15798,38
"2020-04-29T15:03:42",false,false,16435,44
"2020-04-29T15:04:42",false,false,16335,43
"2020-04-29T15:06:01",false,false,15798,38
"2020-04-29T15:07:02",false,false,17404,55
"2020-04-29T15:08:39",false,false,17782,60
"2020-04-29T15:09:44",false,false,16533,45
"2020-04-29T15:12:53",false,false,15564,36
"2020-04-29T15:14:52",false,false,16435,44
"2020-04-29T15:15:56",false,false,17076,51
"2020-04-29T15:16:01",false,false,17161,52
"2020-04-29T15:17:02",false,false,16628,46
"2020-04-29T15:18:20",false,false,16435,44
"2020-04-29T15:19:22",false,false,15186,33
"2020-04-29T15:20:27",false,false,14914,31
"2020-04-29T15:21:28",false,false,16628,46
"2020-04-29T15:23:33",false,false,16435,44
"2020-04-29T15:24:43",false,false,16128,41
"2020-04-29T15:25:44",false,false,15441,35
"2020-04-29T15:27:35",false,false,15186,33
"2020-04-29T15:28:59",false,false,14914,31
"2020-04-29T16:10:41",false,false,16533,45
"2020-04-29T17:05:44",false,true,20531,113
"2020-04-29T18:00:46",false,false,17076,51
"2020-04-29T18:55:49",true,false,8451,7
"2020-04-29T19:22:29",false,false,14914,31
"2020-04-29T19:47:33",true,false,9031,8
"2020-04-29T20:42:35",true,false,9031,8
"2020-04-29T21:37:36",true,false,9031,8
"2020-04-29T22:32:38",true,false,9031,8
"2020-04-29T23:27:41",true,false,9031,8
"2020-04-30T00:22:40",true,false,9031,8
"2020-04-30T01:17:42",true,false,9031,8
"2020-04-30T02:12:45",true,false,9031,8
"2020-04-30T03:07:46",true,false,9031,8
"2020-04-30T04:02:46",true,false,9031,8
"2020-04-30T04:57:47",true,false,6021,4
"2020-04-30T05:52:49",false,false,14472,28
"2020-04-30T06:47:49",false,false,16628,46
"2020-04-30T07:42:52",false,true,20001,100
"2020-04-30T07:49:09",false,false,18389,69
"2020-04-30T07:50:20",false,false,16902,49
"2020-04-30T07:51:24",false,false,16902,49
"2020-04-30T07:52:32",false,false,16628,46
"2020-04-30T07:54:34",false,true,19345,86
"2020-04-30T07:56:37",false,false,18196,66
"2020-04-30T07:57:43",false,false,18326,68
"2020-04-30T07:59:00",false,false,17782,60
"2020-04-30T08:00:12",false,false,17782,60
"2020-04-30T08:02:13",false,false,18574,72
"2020-04-30T08:03:19",false,false,18809,76
"2020-04-30T08:04:21",false,false,18634,73
"2020-04-30T08:05:52",false,false,18865,77
